Gene ID	Gene Name	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.log2foldchange	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.log2foldchange
ENSG00000073464	CLCN4	0.969701856861469	0	0.175321193983683	0.2
ENSG00000073536	NLE1	0.728161899208856	0.1	0.413601600395777	0.1
ENSG00000073578	SDHA	0.94484406585021	0	0.0858690270792808	-0.2
ENSG00000073584	SMARCE1	0.159532696462909	-0.1	0.347536936065835	0
ENSG00000073598	FNDC8	NA	0.6	0.859643721536363	0.1
ENSG00000073605	GSDMB	0.0206557056747184	0.5	0.976564366918797	0
ENSG00000073614	KDM5A	0.118241110098669	-0.2	0.168556131125669	-0.1
ENSG00000073670	ADAM11	0.68450953216471	0.2	0.4354985447315	-0.2
ENSG00000073711	PPP2R3A	0.0612659392105513	-0.4	0.11754150464536	-0.2
ENSG00000073712	FERMT2	0.17890560629725	0.3	1.80150253658118e-07	0.5
ENSG00000073734	ABCB11	0.908034008767798	0.1	0.630162933907362	0.2
ENSG00000073737	DHRS9	0.0850058439067438	0.5	1.49973272476767e-09	1.4
ENSG00000073754	CD5L	0.0888817126223081	0.9	0.0467209298787129	0.9
ENSG00000073756	PTGS2	1.15666987234788e-08	1.9	2.00277543318826e-23	2.9
ENSG00000073792	IGF2BP2	0.356841065320986	-0.2	0.00556090771141938	-0.3
ENSG00000073803	MAP3K13	0.43805921275308	-0.1	0.18905613793894	-0.1
ENSG00000073849	ST6GAL1	0.811667607798765	-0.1	0.541681545401234	0.1
ENSG00000073861	TBX21	0.0453614699586953	0.5	0.000346214531964752	0.6
ENSG00000073905	VDAC1P1	NA	0.2	0.282944347978154	-0.5
ENSG00000073910	FRY	0.486110317921002	-0.1	0.128857831346617	0.1
ENSG00000073921	PICALM	0.205552460771884	-0.1	0.813944112623264	0
ENSG00000073969	NSF	0.0978305972726631	0.2	1.69966453363892e-09	0.3
ENSG00000074047	GLI2	0.967638703001132	0	0.903370374932011	0
ENSG00000074054	CLASP1	0.703220141764111	-0.1	0.422371809281242	0.1
ENSG00000074071	MRPS34	0.802999918377593	0.1	0.68308185532703	-0.1
ENSG00000074181	NOTCH3	0.553970724197061	0.2	1.48980859673558e-08	1.1
ENSG00000074201	CLNS1A	0.199709701499124	-0.2	0.0136538036622146	-0.1
ENSG00000074211	PPP2R2C	0.167622751225171	-0.6	0.163972716641629	-0.3
ENSG00000074219	TEAD2	0.0451005742819027	0.4	3.42474323757025e-09	0.6
ENSG00000074266	EED	0.943589475751263	0	0.979071013929123	0
ENSG00000074276	CDHR2	0.094361997431794	-0.6	6.17085421255174e-06	-1
ENSG00000074317	SNCB	NA	-0.3	0.3222377323759	0.5
ENSG00000074319	TSG101	0.891649375475339	0	0.679186038518268	0
ENSG00000074356	NCBP3	0.508951701016055	-0.1	0.398558603265302	-0.1
ENSG00000074370	ATP2A3	0.913669077396799	0	0.679759585849966	0
ENSG00000074410	CA12	0.0851356116780459	0.6	2.22254315517687e-10	1.4
ENSG00000074416	MGLL	0.892598508199342	0	0.485831179957215	0.1
ENSG00000074527	NTN4	0.979822346937486	0	0.0106238942417043	0.3
ENSG00000074582	BCS1L	0.560622238789289	0.1	0.0502605117748287	-0.1
ENSG00000074590	NUAK1	0.477333960676883	0.2	0.000163180562274972	0.5
ENSG00000074603	DPP8	0.200801023888229	-0.2	0.531979899645705	0
ENSG00000074621	SLC24A1	0.354873142830647	-0.1	0.933183522568322	0
ENSG00000074657	ZNF532	0.874622544893819	0	0.118599750386948	0.2
ENSG00000074660	SCARF1	0.00254985558570962	0.6	2.38257979359668e-09	0.9
ENSG00000074695	LMAN1	0.428338320183696	0.1	2.36688695199441e-07	0.4
ENSG00000074696	HACD3	0.246609297199575	-0.1	0.237337826225056	0.1
ENSG00000074706	IPCEF1	0.274021535524376	-0.3	0.0168002222393861	-0.3
ENSG00000074755	ZZEF1	0.200227953255066	-0.3	0.00168028053650763	-0.4
ENSG00000074771	NOX3	NA	0	NA	0
ENSG00000074800	ENO1	0.397251331861467	0.2	0.135700794470866	0.2
ENSG00000074803	SLC12A1	0.632760377429409	0.3	0.155951128179096	0.6
ENSG00000074842	MYDGF	0.0030792009079504	0.6	1.80347712988831e-05	0.5
ENSG00000074855	ANO8	0.335136048314833	0.3	0.435371849836933	0.1
ENSG00000074935	TUBE1	0.506358158958952	-0.1	0.400917220975676	-0.1
ENSG00000074964	ARHGEF10L	0.00581986835558388	0.4	0.000198135539850683	0.3
ENSG00000074966	TXK	0.507979444851203	-0.3	0.0347984673754209	-0.3
ENSG00000075035	WSCD2	0.0256102672039525	-0.7	4.59613346304762e-05	-0.8
ENSG00000075043	KCNQ2	0.369450931109171	0.5	0.086207275743491	-0.8
ENSG00000075073	TACR2	0.928650747603579	0	0.775368155055974	0.1
ENSG00000075089	ACTR6	0.665319658471715	0.1	0.0982453878719516	0.1
ENSG00000075131	TIPIN	0.754549856174685	-0.1	0.560684662586126	0.1
ENSG00000075142	SRI	0.409976490400663	-0.2	0.0119056586350165	-0.3
ENSG00000075151	EIF4G3	0.678882012576483	-0.1	0.0758131519832445	0.2
ENSG00000075188	NUP37	0.123575471576148	0.2	0.00468868117886556	0.2
ENSG00000075213	SEMA3A	0.900900790492764	-0.1	0.675889123358545	0.1
ENSG00000075218	GTSE1	0.884120184609273	0	0.100223591708239	0.2
ENSG00000075223	SEMA3C	0.509534647736515	0.2	2.73546900935864e-07	0.7
ENSG00000075234	TTC38	0.248311103606865	-0.3	0.0164775103093216	-0.3
ENSG00000075239	ACAT1	0.862438598940497	0	0.751479821831692	0
ENSG00000075240	GRAMD4	0.892240435107014	0	0.180781245395611	-0.1
ENSG00000075275	CELSR1	0.762758684930775	-0.1	0.126535302284966	-0.3
ENSG00000075290	WNT8B	NA	0	0.775451430867033	0.1
ENSG00000075292	ZNF638	0.465056963666327	-0.1	0.00552455029053565	-0.1
ENSG00000075303	SLC25A40	0.873713539972098	0	0.449046928650838	0.1
ENSG00000075336	TIMM21	0.70867616573114	-0.1	0.394794705802332	0.1
ENSG00000075340	ADD2	0.307865183533048	-0.4	0.0120339916401629	-0.5
ENSG00000075388	FGF4	NA	1.1	0.0547113628534988	0.8
ENSG00000075391	RASAL2	0.867597395511875	0	0.00150088386490565	0.3
ENSG00000075399	VPS9D1	0.0536459579499063	0.4	0.156185293957746	0.2
ENSG00000075407	ZNF37A	0.672527148082901	-0.1	0.85490112190011	0
ENSG00000075413	MARK3	0.802639681997196	0	0.192925642350412	0.1
ENSG00000075415	SLC25A3	0.552176886989861	-0.1	0.155929725230866	-0.1
ENSG00000075420	FNDC3B	0.00654138685708048	0.5	5.64967584156627e-14	1
ENSG00000075426	FOSL2	0.895728441494991	0	0.298186698959353	0.1
ENSG00000075429	CACNG5	NA	0	NA	-0.3
ENSG00000075461	CACNG4	0.845676628053759	0.1	0.862998917767987	-0.1
ENSG00000075539	FRYL	0.791999113826069	-0.1	0.71430829099336	0.1
ENSG00000075568	TMEM131	0.0143919497041466	-0.3	0.0755578685205729	-0.1
ENSG00000075618	FSCN1	0.257465086430514	0.4	0.000128953299324566	0.7
ENSG00000075624	ACTB	0.778594413073754	0.1	0.237023982702144	0.2
ENSG00000075643	MOCOS	0.425955023477728	-0.2	0.0152734980707792	-0.3
ENSG00000075651	PLD1	0.0144291294064865	-0.4	0.000673132332291174	-0.3
ENSG00000075673	ATP12A	NA	0.2	0.930780962810541	-0.1
ENSG00000075702	WDR62	0.880118692027616	0	0.687229543286515	0.1
ENSG00000075711	DLG1	0.124201345056068	-0.2	0.348075437609768	-0.1
ENSG00000075785	RAB7A	0.888550651732166	0	0.777494238525098	0
ENSG00000075790	BCAP29	0.0840655193316681	0.2	1.01832894198208e-08	0.4
ENSG00000075826	SEC31B	0.60185182256553	0.2	0.465423840131827	-0.1
ENSG00000075856	SART3	0.286691252095513	-0.1	0.314595793013784	-0.1
ENSG00000075884	ARHGAP15	0.626870187590085	-0.1	0.340974611162717	-0.1
ENSG00000075886	TUBA3D	NA	0.3	0.988716877995251	0
ENSG00000075891	PAX2	NA	0.1	NA	-0.1
ENSG00000075914	EXOSC7	0.463750138990138	0.1	0.589712567951411	0.1
ENSG00000075945	KIFAP3	0.00023417992407192	-0.3	0.230668858666573	-0.1
ENSG00000075975	MKRN2	0.0207020263004091	-0.2	0.831931158247332	0
ENSG00000076003	MCM6	0.447448463765852	-0.1	0.66909220501229	0
ENSG00000076043	REXO2	0.0559912849602967	0.2	2.64081841600585e-05	0.3
ENSG00000076053	RBM7	0.838921326880439	0	0.00795946546115365	0.1
ENSG00000076067	RBMS2	0.00727072271758469	0.3	3.96654188517871e-17	0.5
ENSG00000076108	BAZ2A	0.926593984778353	0	0.749609656873278	0
ENSG00000076201	PTPN23	0.650637752581728	0.1	0.182144644586458	0.1
ENSG00000076242	MLH1	0.776067863492523	0	0.00909483586362753	0.1
ENSG00000076248	UNG	0.92612583405986	0	0.159218860685754	0.1
ENSG00000076258	FMO4	0.074055947684906	-0.5	0.000152889277069147	-0.6
ENSG00000076321	KLHL20	0.388677152603874	-0.2	0.930573588973483	0
ENSG00000076344	RGS11	0.257372572685203	-0.4	1.73920487899456e-05	-0.8
ENSG00000076351	SLC46A1	0.00612607428121646	-0.5	0.0143533733013007	-0.2
ENSG00000076356	PLXNA2	0.0360957756214721	-0.5	0.00191622273133148	-0.4
ENSG00000076382	SPAG5	0.0548602076820356	-0.3	0.00139099414102811	-0.3
ENSG00000076513	ANKRD13A	0.916019230322325	0	0.537208543597816	0
ENSG00000076554	TPD52	0.92070252127101	0	0.595694938067241	0.1
ENSG00000076555	ACACB	0.77096198851061	-0.1	0.268924776753969	-0.1
ENSG00000076604	TRAF4	0.746320075591109	-0.1	0.000390755997093148	-0.4
ENSG00000076641	PAG1	0.0237763677031532	-0.4	0.048358146757535	-0.2
ENSG00000076650	GPATCH1	0.00107488914126008	-0.2	0.00616921605212152	-0.1
ENSG00000076662	ICAM3	0.947760873823172	0	0.302073667356348	0.2
ENSG00000076685	NT5C2	0.998013536665334	0	0.106218900162786	0.2
ENSG00000076706	MCAM	0.179658496097596	0.3	4.53942503878052e-07	0.7
ENSG00000076716	GPC4	0.0307079732003466	0.4	7.30736690916362e-05	0.4
ENSG00000076770	MBNL3	0.0170528217440236	-0.4	0.00193850412206563	-0.3
ENSG00000076826	CAMSAP3	0.845467144776605	0.1	0.0878206387265568	-0.3
ENSG00000076864	RAP1GAP	0.763202413558876	0.1	0.933183454253497	0
ENSG00000076924	XAB2	0.583733846356351	0.1	0.0320903287474088	-0.2
ENSG00000076928	ARHGEF1	0.73133526802084	0.1	0.160140945443913	-0.2
ENSG00000076944	STXBP2	0.201873441552761	0.3	0.722670412419244	-0.1
ENSG00000076984	MAP2K7	0.34903935573377	-0.1	7.99506672784743e-07	-0.2
ENSG00000077009	NMRK2	NA	0.1	NA	-0.2
ENSG00000077044	DGKD	0.0208312690415689	-0.3	1.73524103965972e-05	-0.4
ENSG00000077063	CTTNBP2	0.417206317268603	-0.2	0.429400997875667	-0.1
ENSG00000077080	ACTL6B	NA	0	0.553310423797268	-0.3
ENSG00000077092	RARB	0.882731266530309	0	0.312264812443707	0.2
ENSG00000077097	TOP2B	0.0397362976665431	-0.2	0.0193568068573836	-0.1
ENSG00000077147	TM9SF3	0.735275286112928	0.1	0.00133769825574061	0.2
ENSG00000077150	NFKB2	0.214670138898324	0.3	0.098567130026778	0.2
ENSG00000077152	UBE2T	0.503315348285976	0.2	0.0234818093903383	0.3
ENSG00000077157	PPP1R12B	0.807382107698515	-0.1	0.967362408707605	0
ENSG00000077232	DNAJC10	0.0789219606811506	0.2	8.2724509592511e-05	0.2
ENSG00000077235	GTF3C1	0.749815675625974	0	0.78287032697534	0
ENSG00000077238	IL4R	0.332423096352262	0.2	0.077129356749006	0.2
ENSG00000077254	USP33	0.305668982198972	-0.1	0.935110495488377	0
ENSG00000077264	PAK3	0.497979390492401	-0.3	0.306576619834888	-0.2
ENSG00000077274	CAPN6	0.463252427112847	-0.3	0.476496932690951	0.2
ENSG00000077279	DCX	0.503430623512998	-0.4	0.249426532886361	-0.3
ENSG00000077312	SNRPA	0.585176896790995	0.1	0.194380124805038	-0.1
ENSG00000077327	SPAG6	NA	-0.1	0.344327060504895	-0.4
ENSG00000077348	EXOSC5	0.40996926333026	0.2	0.668648176778611	0.1
ENSG00000077380	DYNC1I2	0.982595526947111	0	0.157016993530821	0.1
ENSG00000077420	APBB1IP	0.739079171106324	-0.1	0.801197921678184	-0.1
ENSG00000077454	LRCH4	0.775118875340184	-0.1	0.212601727898074	-0.2
ENSG00000077458	FAM76B	0.533239148056934	-0.1	0.440938607828571	-0.1
ENSG00000077463	SIRT6	0.0317896954879084	0.4	0.115065343114781	0.2
ENSG00000077498	TYR	NA	0.1	NA	-0.2
ENSG00000077514	POLD3	0.0618487459859062	0.3	1.51304745816877e-08	0.4
ENSG00000077522	ACTN2	0.701507914287336	-0.2	0.855439900976469	-0.1
ENSG00000077549	CAPZB	0.819427591732509	0	0.181951534236223	0.1
ENSG00000077585	GPR137B	0.228751954221368	0.2	4.06121717385951e-07	0.6
ENSG00000077616	NAALAD2	0.214670138898324	-0.3	0.954924508455157	0
ENSG00000077684	JADE1	0.0784328848828357	-0.3	3.30127192405947e-05	-0.3
ENSG00000077713	SLC25A43	0.0348456566874727	-0.4	0.00656516145097952	-0.3
ENSG00000077721	UBE2A	0.780853947519876	0	0.0279585477467228	0.1
ENSG00000077782	FGFR1	0.69345927445812	0.1	0.0228420358552208	0.3
ENSG00000077800	FKBP6	0.622923363399767	-0.3	0.134815620145565	-0.4
ENSG00000077935	SMC1B	0.385916595951212	-0.3	0.437520708892579	-0.2
ENSG00000077942	FBLN1	0.224108319783484	0.3	0.0036716949488411	0.4
ENSG00000077943	ITGA8	0.0104962174199059	0.5	9.34691011781932e-13	0.7
ENSG00000077984	CST7	0.12553304574018	0.4	0.0216070619502888	0.4
ENSG00000078018	MAP2	0.10121596776838	-0.7	0.736844525363185	-0.1
ENSG00000078043	PIAS2	0.809610030287066	0	0.703605704519773	0
ENSG00000078053	AMPH	0.656545824911998	0.2	2.1031119865536e-05	0.7
ENSG00000078061	ARAF	0.323106872553875	0.1	0.411546022942153	-0.1
ENSG00000078070	MCCC1	0.375719303533121	-0.1	0.0791341560933846	-0.1
ENSG00000078081	LAMP3	0.0305765557718517	0.8	1.01722067625635e-06	1.1
ENSG00000078098	FAP	1.62577317051346e-06	1.9	1.22588486871313e-24	3.1
ENSG00000078114	NEBL	0.0158725438745526	0.6	1.16792151125388e-15	1
ENSG00000078124	ACER3	0.113509827296277	0.2	0.000908440700307468	0.2
ENSG00000078140	UBE2K	0.697744416236797	0	0.154635835290065	0.1
ENSG00000078142	PIK3C3	0.138146675977854	-0.1	0.0138867321876489	-0.1
ENSG00000078177	N4BP2	0.77265544867706	-0.1	0.324797643514246	0.1
ENSG00000078237	TIGAR	0.0011202044662301	0.5	3.21856724483365e-09	0.5
ENSG00000078246	TULP3	0.453995619855264	0.1	0.00168778620112023	0.2
ENSG00000078269	SYNJ2	4.24084054357454e-05	-0.5	3.29020060702813e-05	-0.3
ENSG00000078295	ADCY2	0.155230509459969	-0.3	0.0141982839701926	-0.3
ENSG00000078304	PPP2R5C	0.0210241258509902	-0.2	0.334341572659164	0
ENSG00000078319	PMS2P1	0.602478745266233	-0.1	0.490149038597723	-0.1
ENSG00000078328	RBFOX1	0.868536419436523	-0.1	0.403275069424093	0.3
ENSG00000078369	GNB1	0.00190333974655754	-0.3	5.16953004712514e-05	-0.2
ENSG00000078399	HOXA9	0.600720646930409	0.1	0.290589314878706	-0.2
ENSG00000078401	EDN1	0.0831279212639692	-0.4	0.734904989514572	-0.1
ENSG00000078403	MLLT10	0.330872474765874	-0.2	0.101103032311886	-0.1
ENSG00000078487	ZCWPW1	0.79771309284526	-0.1	3.85149297535503e-09	-0.5
ENSG00000078549	ADCYAP1R1	0.89075691710423	-0.1	0.00534717377289811	-0.7
ENSG00000078579	FGF20	NA	-0.1	0.853029363787024	-0.1
ENSG00000078589	P2RY10	0.407988733575711	-0.3	0.0886604689301914	-0.3
ENSG00000078596	ITM2A	0.777769451498592	-0.1	0.960080884467443	0
ENSG00000078618	NRDC	0.0249970045691545	0.2	1.19341946727642e-05	0.2
ENSG00000078668	VDAC3	0.777785175580956	0	0.336207657867823	0.1
ENSG00000078674	PCM1	0.0122064192193355	-0.3	0.000255652912263292	-0.2
ENSG00000078687	TNRC6C	0.124275381320668	-0.3	1.7060840420653e-05	-0.4
ENSG00000078699	CBFA2T2	0.195377209294546	-0.2	0.0875272991930364	-0.1
ENSG00000078725	BRINP1	0.86105163740623	0.1	0.816862481996197	0.1
ENSG00000078747	ITCH	0.236767166141532	-0.2	0.949160192700313	0
ENSG00000078795	PKD2L2	0.775547699650147	-0.1	0.082909758373765	-0.4
ENSG00000078804	TP53INP2	0.788493970266369	0.1	0.343766400589594	0.1
ENSG00000078808	SDF4	0.647553737861536	-0.1	0.0542751892000629	-0.1
ENSG00000078814	MYH7B	0.952880344787147	0	0.393673100653025	-0.1
ENSG00000078898	BPIFB2	NA	0.2	0.468043833047457	0.4
ENSG00000078900	TP73	0.876954360712938	0.1	0.0317744919955903	0.5
ENSG00000078902	TOLLIP	0.361251323379187	-0.1	0.00471251996535741	-0.2
ENSG00000078967	UBE2D4	0.0200089095440105	-0.3	0.00262400251507816	-0.2
ENSG00000079101	CLUL1	0.977981544900241	0	0.738252899201821	-0.1
ENSG00000079102	RUNX1T1	0.789134118773159	0.1	0.0622921742504233	0.2
ENSG00000079112	CDH17	0.206982872205042	-0.4	0.0841751465159488	-0.3
ENSG00000079134	THOC1	0.578767358713083	-0.1	0.0382786816613367	-0.1
ENSG00000079150	FKBP7	0.206819548199918	0.3	6.92131153169518e-09	0.6
ENSG00000079156	OSBPL6	0.0360341750933772	-0.5	9.2450285597593e-10	-0.8
ENSG00000079215	SLC1A3	0.00430730625286295	1	1.78362073136985e-10	1.6
ENSG00000079246	XRCC5	0.251832830898759	-0.1	0.498761840992703	0
ENSG00000079257	LXN	0.41237780099029	0.2	0.159765013307833	0.1
ENSG00000079263	SP140	0.437184677219836	-0.3	0.115667271519643	-0.3
ENSG00000079277	MKNK1	0.401044905844479	0.1	0.210704276310896	0.1
ENSG00000079308	TNS1	0.683003572237206	0.1	0.000145929451674393	0.4
ENSG00000079313	REXO1	0.910786127713688	0	0.896000400371431	0
ENSG00000079332	SAR1A	0.475095719083747	0.1	0.0142670274508275	0.2
ENSG00000079335	CDC14A	0.000530833786648407	-0.8	1.99134332557277e-06	-0.7
ENSG00000079337	RAPGEF3	0.000723492000289894	0.6	1.00842812501299e-05	0.4
ENSG00000079385	CEACAM1	0.301239833423372	0.4	0.00699864997188089	0.6
ENSG00000079387	SENP1	0.348523318765047	-0.2	0.601608842460233	0
ENSG00000079393	DUSP13	NA	0.2	NA	0.2
ENSG00000079432	CIC	0.842923013547622	0.1	0.605199311551164	0
ENSG00000079435	LIPE	0.288965086361078	-0.3	0.000127646994423684	-0.6
ENSG00000079459	FDFT1	0.467838511845834	0.1	0.0139956873175701	0.2
ENSG00000079462	PAFAH1B3	0.660770389521879	0.1	0.829583894666665	0
ENSG00000079482	OPHN1	0.123453983419157	-0.3	0.175140243176829	-0.2
ENSG00000079557	AFM	NA	0	NA	0
ENSG00000079616	KIF22	0.975888852052792	0	0.0380993554530021	-0.2
ENSG00000079689	SCGN	0.865376376475717	-0.1	0.110913191220224	-0.4
ENSG00000079691	CARMIL1	0.710933982420679	-0.1	0.371968892508601	-0.1
ENSG00000079739	PGM1	0.129370442347879	-0.3	0.0976079386377754	-0.2
ENSG00000079785	DDX1	0.0389815285506307	-0.2	0.0258487358082207	-0.1
ENSG00000079805	DNM2	0.712114046878552	0.1	0.820379735532208	0
ENSG00000079819	EPB41L2	0.93511589917256	0	0.139196083457232	0.1
ENSG00000079841	RIMS1	0.71913716933064	-0.2	0.900632430580483	0
ENSG00000079931	MOXD1	0.507911000522897	-0.2	0.818898102353303	0
ENSG00000079950	STX7	0.00249784112153488	-0.3	3.80329776759639e-09	-0.3
ENSG00000079974	RABL2B	0.671231674609118	-0.1	0.178380926610206	-0.1
ENSG00000079999	KEAP1	0.164081422877642	0.2	0.0191636883664509	0.1
ENSG00000080007	DDX43	0.379604347392215	-0.4	0.721977781380541	0.1
ENSG00000080031	PTPRH	0.565895053311491	-0.2	0.00939083138156308	-0.5
ENSG00000080166	DCT	0.574475408610058	0.3	0.759608678823946	0.1
ENSG00000080189	SLC35C2	0.195548680078375	0.2	0.377443823178995	-0.1
ENSG00000080200	CRYBG3	0.700266295756703	0.2	0.0534263684389297	0.3
ENSG00000080224	EPHA6	NA	0.4	0.852718620111217	-0.1
ENSG00000080293	SCTR	0.136516746833616	-0.6	0.00756440031811248	-0.6
ENSG00000080298	RFX3	0.897550400770677	0	0.693496054145978	0
ENSG00000080345	RIF1	0.241340346808715	-0.2	0.525201659459064	-0.1
ENSG00000080371	RAB21	0.398884537904189	-0.1	0.877250978505555	0
ENSG00000080493	SLC4A4	0.926225415537629	0	0.0481880014408246	0.4
ENSG00000080503	SMARCA2	0.0153091751347652	-0.3	0.000110576869090727	-0.2
ENSG00000080511	RDH8	NA	0.5	0.168556131125669	0.6
ENSG00000080546	SESN1	0.731667983827653	-0.1	0.0274432382346402	-0.2
ENSG00000080561	MID2	0.48536851815569	-0.2	0.706781255823142	0.1
ENSG00000080572	DNAAF6	0.870959286505172	0.1	0.0509019613668256	-0.5
ENSG00000080573	COL5A3	0.000309656481128935	0.8	2.20876591536506e-12	1.2
ENSG00000080603	SRCAP	0.562272380162382	-0.1	0.542828644408631	0
ENSG00000080608	PUM3	0.163119099829315	0.2	0.00625848848732765	0.2
ENSG00000080618	CPB2	NA	-0.1	NA	-0.2
ENSG00000080644	CHRNA3	0.866049690714855	-0.1	0.0888213468821733	-0.4
ENSG00000080709	KCNN2	0.932423062306307	0	0.0462856439536273	0.4
ENSG00000080802	CNOT4	0.00105886965612211	-0.3	0.00726185916032674	-0.1
ENSG00000080815	PSEN1	0.0517813484422638	-0.3	0.0113100464181436	-0.2
ENSG00000080819	CPOX	0.366932529121179	-0.1	0.65417429935054	0
ENSG00000080822	CLDND1	0.372218526412458	-0.1	0.0751987616280489	-0.1
ENSG00000080823	MOK	0.812578842415904	0.1	0.0152511732065792	-0.2
ENSG00000080824	HSP90AA1	0.500128273255809	-0.1	0.984655957615951	0
ENSG00000080839	RBL1	0.575046842818598	-0.1	0.706853971913199	0
ENSG00000080845	DLGAP4	0.121043732337815	0.1	0.0544090499051537	0.1
ENSG00000080854	IGSF9B	0.42423500141158	-0.4	0.0618558044800941	-0.4
ENSG00000080910	CFHR2	NA	0	NA	0
ENSG00000080947	CROCCP3	0.931963290408352	0	0.264194702949521	-0.2
ENSG00000080986	NDC80	0.959064556723553	0	0.123665828289751	0.2
ENSG00000081014	AP4E1	0.254787662848147	-0.2	0.492279845735983	-0.1
ENSG00000081019	RSBN1	0.00580232837891378	-0.3	0.0540708516718891	-0.1
ENSG00000081026	MAGI3	0.274307194051598	-0.3	0.18535207013557	-0.2
ENSG00000081041	CXCL2	8.68396493216116e-15	2.3	1.05909378516021e-26	2.6
ENSG00000081051	AFP	NA	-1	0.0453840714688893	-0.8
ENSG00000081052	COL4A4	0.305230692658079	-0.3	0.0335766148886567	-0.4
ENSG00000081059	TCF7	0.306974484181007	-0.4	0.00303942468474458	-0.5
ENSG00000081087	OSTM1	0.267732525560411	0.2	2.67274732185269e-05	0.3
ENSG00000081138	CDH7	0.443539881248848	-0.3	0.110560952981148	-0.4
ENSG00000081148	IMPG2	0.946802139845264	0	0.51961179836436	-0.1
ENSG00000081154	PCNP	0.372436772799404	-0.1	0.34078473891833	0.1
ENSG00000081177	EXD2	0.898706617528095	0	0.0247646155241555	0.1
ENSG00000081181	ARG2	0.100089148638255	-0.7	0.00289789350687222	-0.7
ENSG00000081189	MEF2C	0.272719065288827	-0.3	0.418435352984957	-0.1
ENSG00000081237	PTPRC	0.801554575903679	-0.1	0.911397360960547	0
ENSG00000081248	CACNA1S	NA	0	0.578858513653636	-0.3
ENSG00000081277	PKP1	0.711499222189197	-0.2	0.00114875874663209	-0.5
ENSG00000081307	UBA5	0.204615401677638	-0.1	0.593456538492959	0
ENSG00000081320	STK17B	0.0010313604969664	-0.6	1.13118662213446e-05	-0.5
ENSG00000081377	CDC14B	0.0853781990622419	-0.3	0.0115705610404071	-0.3
ENSG00000081386	ZNF510	0.281467359212739	-0.2	0.357091380164748	-0.1
ENSG00000081479	LRP2	NA	-0.2	0.81472073999846	0.1
ENSG00000081665	ZNF506	0.196878639671628	-0.2	0.000344942103911076	-0.3
ENSG00000081692	JMJD4	0.159619868642166	0.3	0.42188319868342	-0.1
ENSG00000081721	DUSP12	0.877424490374949	0	0.936101085489661	0
ENSG00000081760	AACS	0.417248653438692	0.1	0.00559073175792815	0.2
ENSG00000081791	DELE1	0.613486108002755	0.1	0.615020665110407	0
ENSG00000081800	SLC13A1	0.0133673967393145	-1.1	0.000578148854021785	-1.2
ENSG00000081803	CADPS2	0.0246785363983607	0.3	6.24196970112063e-10	0.4
ENSG00000081818	PCDHB4	0.834381142955302	-0.1	0.533327663692859	0.1
ENSG00000081842	PCDHA6	NA	-0.3	0.436877835293986	-0.3
ENSG00000081853	PCDHGA2	0.868536419436523	-0.1	0.527253983623506	0.1
ENSG00000081870	HSPB11	0.775085160389422	-0.1	0.494355904791299	-0.1
ENSG00000081913	PHLPP1	0.0836988737979136	-0.3	0.0043443729259072	-0.3
ENSG00000081923	ATP8B1	0.724647833917758	-0.1	0.171617124208526	0.3
ENSG00000081985	IL12RB2	0.00126177743525835	0.9	4.98825464976877e-09	1.1
ENSG00000082014	SMARCD3	0.00276807952420235	0.5	6.26692261963395e-06	0.4
ENSG00000082068	WDR70	0.981843555049279	0	0.477206205236936	0
ENSG00000082074	FYB1	0.965729839838423	0	0.445170462992432	0.1
ENSG00000082126	MPP4	0.633713489735102	0.3	0.966229444696987	0
ENSG00000082146	STRADB	0.0256819306838517	-0.6	7.14124280193531e-07	-0.7
ENSG00000082153	BZW1	0.917802190646859	0	0.000269423337903907	0.2
