Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	CEBPB;ATF3
positive regulation of transforming growth factor beta production (GO:0071636)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	LGALS9;PTGS2
pyrimidine nucleoside catabolic process (GO:0046135)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	NT5E;TYMP
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	PLAUR;LGALS9
regulation of endocytic recycling (GO:2001135)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	PLA2G3;SORL1
regulation of ERAD pathway (GO:1904292)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	ATXN3;HERPUD1
regulation of mesenchymal cell proliferation (GO:0010464)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	STAT1;WNT5A
regulation of mitochondrial fusion (GO:0010635)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	VAT1;TFRC
regulation of T cell apoptotic process (GO:0070232)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	CD274;IDO1
regulation of T cell mediated immunity (GO:0002709)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	IL1B;CCR2
regulation of toll-like receptor 2 signaling pathway (GO:0034135)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	ACOD1;TREM2
regulation of toll-like receptor 9 signaling pathway (GO:0034163)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	RAB7B;RTN4
response to corticosteroid (GO:0031960)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	IL1RN;IL6
response to prostaglandin E (GO:0034695)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	SFRP1;GNB1
urate metabolic process (GO:0046415)	2/11	0.09635144743418504	0.3722623603910486	0	0	4.376121463077985	10.239042715794138	GCKR;ABCG2
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	7/81	0.09692735949058023	0.3736955483218831	0	0	1.8661023145934696	4.355097363034304	CASP5;CASP10;CASP1;NLRC4;BID;S100A9;S100A8
membrane protein ectodomain proteolysis (GO:0006509)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	BACE2;MMP7;HM13
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	IL1A;IL1B;PF4
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	CXCL8;PLEK;MRAP2
negative regulation of signal transduction in absence of ligand (GO:1901099)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	IL1A;IL1B;PF4
positive regulation of epithelial cell apoptotic process (GO:1904037)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	IL6;CCL2;ANO6
positive regulation of natural killer cell mediated immunity (GO:0002717)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	HLA-F;NECTIN2;HLA-E
regulation of telomere capping (GO:1904353)	3/23	0.09756431037499312	0.3736955483218831	0	0	2.9552331606217614	6.877547237404837	USP7;TNKS;TERF2
glycosaminoglycan biosynthetic process (GO:0006024)	8/97	0.09773732021563646	0.3736955483218831	0	0	1.773689138576779	4.124664082585543	BCAN;CHPF2;IL1B;SDC3;ST3GAL4;XYLT1;B4GALT6;HS2ST1
regulation of MAP kinase activity (GO:0043405)	8/97	0.09773732021563646	0.3736955483218831	0	0	1.773689138576779	4.124664082585543	CD300A;HYAL2;IL1B;FGF18;S100A12;PTPRJ;NOD2;SORL1
blood circulation (GO:0008015)	5/51	0.09934242160793573	0.3782614233303199	0	0	2.142986139329089	4.948546289191896	ACVRL1;CXCL10;STAT1;MYOF;OLR1
gonad development (GO:0008406)	5/51	0.09934242160793573	0.3782614233303199	0	0	2.142986139329089	4.948546289191896	TFAP2C;CSDE1;NCOA4;WNT5A;INHBA
positive regulation of actin filament bundle assembly (GO:0032233)	5/51	0.09934242160793573	0.3782614233303199	0	0	2.142986139329089	4.948546289191896	SFRP1;PLEK;CCN2;RAPGEF3;PFN2
positive regulation of fat cell differentiation (GO:0045600)	5/51	0.09934242160793573	0.3782614233303199	0	0	2.142986139329089	4.948546289191896	SFRP1;CEBPB;ZC3H12A;LPL;PTGS2
regulation of signal transduction (GO:0009966)	14/198	0.10059719726103926	0.3826434713999448	0	0	1.5032358034819069	3.4523777691036726	SEMA5A;PRAG1;IGFBP3;IGFBP2;TREM2;FOXP3;RASGRP4;ADCYAP1;PLSCR1;MZB1;CD36;TIMP1;CD55;CD177
negative regulation of cell motility (GO:2000146)	9/114	0.10123897409026705	0.38468720598592704	0	0	1.6916728735289737	3.8743901303183454	ACVRL1;IFITM1;SFRP1;SHH;ADAM15;SERPINE1;PTPRJ;LDLRAD4;ALOX15B
positive regulation of cytoskeleton organization (GO:0051495)	7/82	0.10180973261059979	0.3864571499713695	0	0	1.841123829344433	4.206322772804357	SEMA5A;HCK;CSF3;FES;PLEK;CDC42EP1;PFN2
regulation of peptidyl-serine phosphorylation (GO:0033135)	8/98	0.10218041307987875	0.3866771303076177	0	0	1.7538888888888888	4.000647341681625	IL11;CSF3;IL6;TFRC;BDNF;OSM;RAPGEF3;PFN2
phagocytosis, engulfment (GO:0006911)	4/37	0.10218273975809669	0.3866771303076177	0	0	2.3889098453413804	5.449085446091689	IGLL5;CD36;FCGR1A;RHOBTB2
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	4/37	0.10218273975809669	0.3866771303076177	0	0	2.3889098453413804	5.449085446091689	P2RY6;NR4A3;ADAMTS1;SOD2
positive regulation of catabolic process (GO:0009896)	6/67	0.10485836369034135	0.3963947588376148	0	0	1.9397089397089398	4.37432444484529	IL1B;WNT5A;C4BPA;C4BPB;SORL1;TRIM32
calcium ion transport (GO:0006816)	9/115	0.10540379719025568	0.3974453310797913	0	0	1.6756251598559821	3.77008391611477	CATSPER1;CYP27B1;GRIN3A;TRPC4;TRPV4;CCL3;NMUR2;ANO6;TMEM165
positive regulation of protein metabolic process (GO:0051247)	9/115	0.10540379719025568	0.3974453310797913	0	0	1.6756251598559821	3.77008391611477	CD86;IL1B;WNT5A;C4BPA;C4BPB;INHBA;LILRA2;SORL1;TRIM32
positive regulation of signal transduction (GO:0009967)	17/252	0.10546569819957478	0.3974453310797913	0	0	1.4298454034946417	3.2162506610446235	VWF;BDNF;TREM2;NOD2;SORL1;CYP27B1;VTN;SFRP1;ESM1;SHH;IL6;P2RY6;IL1B;CLEC6A;VPS35;SNX5;TLR2
cartilage development (GO:0051216)	5/52	0.10578392842427906	0.3974453310797913	0	0	2.0972802191732396	4.711239422515068	COL2A1;HYAL2;TRPV4;ITGB8;CHI3L1
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	5/52	0.10578392842427906	0.3974453310797913	0	0	2.0972802191732396	4.711239422515068	CXCL10;CXCL9;CXCL11;JSRP1;JPH1
sprouting angiogenesis (GO:0002040)	5/52	0.10578392842427906	0.3974453310797913	0	0	2.0972802191732396	4.711239422515068	ACVRL1;SEMA5A;ESM1;PIK3R3;SEMA3E
cellular response to catecholamine stimulus (GO:0071870)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	NR4A3;GNB1;TGM2
dorsal/ventral pattern formation (GO:0009953)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	ACVRL1;SFRP1;SHH
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	ADGRG3;ZC3H12A;IFI35
positive regulation of neuron apoptotic process (GO:0043525)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	TYROBP;CCL3;PCSK9
positive regulation of p38MAPK cascade (GO:1900745)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	SPHK1;IL1B;ZC3H12A
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	CEBPB;MUC1;ATF3
protein exit from endoplasmic reticulum (GO:0032527)	3/24	0.1076813489427939	0.4017048903823375	0	0	2.814359733530718	6.27202267929111	TMED9;PREB;HERPUD1
tumor necrosis factor-mediated signaling pathway (GO:0033209)	9/116	0.10966413359405927	0.40523721531631735	0	0	1.6598774034479062	3.6688816598353564	STAT1;TNFRSF18;TNFSF13;TNFRSF17;TNFRSF4;CARD14;PSMB10;PSMB8;PSMB9
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	4/38	0.11007175499694628	0.40523721531631735	0	0	2.3185257505491825	5.11611180140778	SDCBP;USP7;GIPC1;PML
positive regulation of potassium ion transport (GO:0043268)	4/38	0.11007175499694628	0.40523721531631735	0	0	2.3185257505491825	5.11611180140778	KCNH2;GNB1;KCNJ15;KCNJ2
canonical Wnt signaling pathway (GO:0060070)	6/68	0.11058235228528485	0.40523721531631735	0	0	1.9083227147743276	4.202116629866801	NR4A2;SFRP1;WNT10A;FZD7;WNT5A;WNT2
cell-matrix adhesion (GO:0007160)	8/100	0.11139865067411674	0.40523721531631735	0	0	1.7155797101449275	3.765079964874563	COL17A1;VTN;ADAM15;TRIP6;ZYX;ITGB8;HPSE;LYPD5
vascular transport (GO:0010232)	7/84	0.11196697356491589	0.40523721531631735	0	0	1.7931132343203102	3.9261134671489324	ABCC2;ABCB1;TFRC;SLC1A5;SLC28A2;SLC38A5;ABCG2
ATP transport (GO:0015867)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	SLC17A9;SLC25A42
cellular response to thyroid hormone stimulus (GO:0097067)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	CTSS;CTSB
depurination (GO:0045007)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	OGG1;TERF2
gas transport (GO:0015669)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	CA2;AQP1
glutamine metabolic process (GO:0006541)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	GLUL;GLS
negative regulation of cilium assembly (GO:1902018)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	LIMK2;EVI5L
negative regulation of hemostasis (GO:1900047)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	VTN;SERPINE1
negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	IL6;ZC3H12A
nuclear body organization (GO:0030575)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	PML;AFF2
nucleoside catabolic process (GO:0009164)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	NT5E;TYMP
nucleotide-sugar metabolic process (GO:0009225)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	PARG;GFUS
polyol transport (GO:0015791)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	AQP9;AQP1
positive regulation of actin filament depolymerization (GO:0030836)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	SEMA5A;PLEK
positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	TYROBP;CD177
presynapse organization (GO:0099172)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	C5AR1;WNT5A
protein auto-ADP-ribosylation (GO:0070213)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	TNKS;PARP16
regulation of actin filament depolymerization (GO:0030834)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	SEMA5A;PLEK
regulation of chromatin binding (GO:0035561)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	DTX3L;PARP9
regulation of feeding behavior (GO:0060259)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	NR4A3;SGIP1
regulation of MHC class II biosynthetic process (GO:0045346)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	IFNG;PF4
regulation of plasminogen activation (GO:0010755)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	HPN;SERPINE1
regulation of sensory perception (GO:0051931)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	CCL3;ACP3
regulation of triglyceride catabolic process (GO:0010896)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	AADAC;SORL1
regulation of vascular associated smooth muscle cell migration (GO:1904752)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	NR4A3;ADAMTS1
urogenital system development (GO:0001655)	2/12	0.11204005572841148	0.40523721531631735	0	0	3.938302277432712	8.62054525195677	SHH;ALOX15B
cellular response to chemical stress (GO:0062197)	8/101	0.11617194923821204	0.41976949665858365	0	0	1.6970430107526882	3.6531971064571134	GPX2;NCF2;TRPV4;ZC3H12A;GPX8;PYCR1;SLC4A11;SOD2
positive regulation of protein polymerization (GO:0032273)	6/69	0.11646243737534347	0.42040656315295555	0	0	1.8779328779328779	4.0379058918581485	HCK;CSF3;FES;CDC42EP1;TPPP;PFN2
positive regulation of transcription by RNA polymerase II (GO:0045944)	52/908	0.11751148457027254	0.42220984378237114	0	0	1.205403419989389	2.5810329576571927	ACVRL1;CSF3;IL26;SERPINE1;HOXC11;LITAF;RPS6KA4;SHH;HYAL2;ZC3H12A;NAMPT;CCN1;JUNB;IL11;SLC11A1;HGF;WNT5A;FOS;FOXP3;MMP12;ADCYAP1;PLSCR1;IRF1;NCOA7;ATF3;TLR2;ZNF395;CEBPB;TNKS;NLRC5;NOD2;GATA2;SBNO2;MUC1;RPRD1B;WNT2;EGR1;TFAP2C;STAT1;OSM;INHBA;GRHL1;POU2F3;ELL3;FOSL1;NR4A2;CXCL10;IL6;NR4A3;AGO1;MAFF;PF4
fat-soluble vitamin metabolic process (GO:0006775)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	CYP27B1;CUBN;ALDH1A2
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	CD300A;PTPRJ;GBP1
negative regulation of cell junction assembly (GO:1901889)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	ACVRL1;IL1B;TLR2
phosphatidylglycerol metabolic process (GO:0046471)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	GPAM;PLA2G2A;PLA2G3
positive regulation of T cell migration (GO:2000406)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	CXCL10;WNT5A;CCR2
regulation of heterotypic cell-cell adhesion (GO:0034114)	3/25	0.11818495563522761	0.42220984378237114	0	0	2.6862929816297694	5.736590645824888	IL1RN;CEACAM6;IL1B
endothelial cell migration (GO:0043542)	4/39	0.11822334300370033	0.42220984378237114	0	0	2.252163604030824	4.808774022295102	PTP4A3;FAP;STAT1;GIPC1
negative regulation of protein secretion (GO:0050709)	4/39	0.11822334300370033	0.42220984378237114	0	0	2.252163604030824	4.808774022295102	RHBDF1;SFRP1;IL1B;RAB11FIP5
regulation of heart rate by cardiac conduction (GO:0086091)	4/39	0.11822334300370033	0.42220984378237114	0	0	2.252163604030824	4.808774022295102	KCNH2;KCNE3;KCNJ2;SCN1B
regulation of T cell differentiation (GO:0045580)	4/39	0.11822334300370033	0.42220984378237114	0	0	2.252163604030824	4.808774022295102	IFNG;TNFRSF18;FOXP3;CCR2
glycosaminoglycan metabolic process (GO:0030203)	5/54	0.1192621148145069	0.4255068863827659	0	0	2.01146502214593	4.277242710233189	HYAL2;SDC3;XYLT1;HPSE;HS2ST1
cellular calcium ion homeostasis (GO:0006874)	10/136	0.12371080273082234	0.4409517673329021	0	0	1.5662590714782783	3.2731817922372692	CCL7;TRPC4;STC2;TRPV4;CCL3;ATP2B1;PML;HERPUD1;CCR2;TMEM165
cellular response to organonitrogen compound (GO:0071417)	8/103	0.12604142344973437	0.44242405524247497	0	0	1.661140350877193	3.4404619813860666	EGR1;SFRP1;HRH1;P2RY6;AQP9;RAPGEF3;TSHR;AQP1
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	5/55	0.12628933641471127	0.44242405524247497	0	0	1.9711318795430945	4.078626039229615	IL1RN;IL6;NLRC5;TREM2;PARP14
negative regulation of blood coagulation (GO:0030195)	4/40	0.12662775042146923	0.44242405524247497	0	0	2.1894882434301524	4.524585327682726	VTN;PLAU;SERPINE1;PLAUR
negative regulation of cell-substrate adhesion (GO:0010812)	4/40	0.12662775042146923	0.44242405524247497	0	0	2.1894882434301524	4.524585327682726	ADAM15;FZD7;SEMA3E;GBP1
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	4/40	0.12662775042146923	0.44242405524247497	0	0	2.1894882434301524	4.524585327682726	TLE1;STAT1;ZC3H12A;TREM2
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/40	0.12662775042146923	0.44242405524247497	0	0	2.1894882434301524	4.524585327682726	RNF183;BID;S100A9;S100A8
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	7/87	0.1281610370620817	0.44242405524247497	0	0	1.7255983350676378	3.545186049062337	MUC1;BAG3;CA9;ATF3;PSMB10;PSMB8;PSMB9
alpha-linolenic acid metabolic process (GO:0036109)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	ACSL1;ELOVL3
cellular component maintenance (GO:0043954)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	TREM2;CLDN1
DNA deamination (GO:0045006)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	AICDA;APOBEC3A
icosanoid secretion (GO:0032309)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	NOS2;NMUR2
lipid oxidation (GO:0034440)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	ALOX15B;PLA2G7
lymphocyte mediated immunity (GO:0002449)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	BTN3A3;CD55
negative regulation of alcohol biosynthetic process (GO:1902931)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	CYP27B1;PLEK
negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	CD274;LGALS9
negative regulation of macromolecule biosynthetic process (GO:0010558)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	FCN3;PF4
plasma membrane repair (GO:0001778)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	MYOF;DYSF
positive regulation of calcium ion import (GO:0090280)	2/13	0.1283277602896275	0.44242405524247497	0	0	3.58008658008658	7.350517988453432	CCL3;CCL2
